"Time results were received","MD5 hash of participants IP address","Controller name","Item number","Element number","Type","Group","PennElementType","PennElementName","Parameter","Value","EventTime","sentence1","Comments"
1552756223,280,"PennController",9,0,"filler","NULL","PennController",9,"_Trial_","End",1552755593059,"That old song was a tune that by the end would sound familiar.","NULL"
1552756223,280,"PennController",43,0,"prepositional","NULL","PennController",43,"_Trial_","Start",1552755593059,"The master violinist was a musician whom few professionals could really compare to.","NULL"
1552756223,280,"PennController",43,0,"prepositional","NULL","Selector","trial1","Selection","sentence1",1552755610100,"The master violinist was a musician whom few professionals could really compare to.","NULL"
1552756223,280,"PennController",43,0,"prepositional","NULL","PennController",43,"_Trial_","End",1552755615154,"The master violinist was a musician whom few professionals could really compare to.","NULL"
1552756223,280,"PennController",60,0,"particle","NULL","PennController",60,"_Trial_","Start",1552755615155,"A real friend is someone whom you must consistently stick up for.","NULL"
1552756223,280,"PennController",60,0,"particle","NULL","Selector","trial1","Selection","sentence1",1552755622727,"A real friend is someone whom you must consistently stick up for.","NULL"
1552756223,280,"PennController",60,0,"particle","NULL","PennController",60,"_Trial_","End",1552755623619,"A real friend is someone whom you must consistently stick up for.","NULL"
1552756223,280,"PennController",12,0,"filler","NULL","PennController",12,"_Trial_","Start",1552755623620,"A guard dog is a pet that during the night must keep watch.","NULL"
1552756223,280,"PennController",12,0,"filler","NULL","Selector","trial1","Selection","sentence2",1552755637406,"A guard dog is a pet that during the night must keep watch.","NULL"
1552756223,280,"PennController",12,0,"filler","NULL","PennController",12,"_Trial_","End",1552755638785,"A guard dog is a pet that during the night must keep watch.","NULL"
1552756223,280,"PennController",36,0,"prepositional","NULL","PennController",36,"_Trial_","Start",1552755638786,"The  new method is a technique which all surgeons should eagerly learn about.","NULL"
1552756223,280,"PennController",36,0,"prepositional","NULL","Selector","trial1","Selection","sentence1",1552755646751,"The  new method is a technique which all surgeons should eagerly learn about.","NULL"
1552756223,280,"PennController",36,0,"prepositional","NULL","PennController",36,"_Trial_","End",1552755647664,"The  new method is a technique which all surgeons should eagerly learn about.","NULL"
1552756223,280,"PennController",48,0,"particle","NULL","PennController",48,"_Trial_","Start",1552755647665,"This new technology is a subject which all professionals must tirelessly keep up with.","NULL"
1552756223,280,"PennController",48,0,"particle","NULL","Selector","trial1","Selection","sentence1",1552755653682,"This new technology is a subject which all professionals must tirelessly keep up with.","NULL"
1552756223,280,"PennController",48,0,"particle","NULL","PennController",48,"_Trial_","End",1552755655098,"This new technology is a subject which all professionals must tirelessly keep up with.","NULL"
1552756223,280,"PennController",10,0,"filler","NULL","PennController",10,"_Trial_","Start",1552755655099,"That abstract painting was a work that after a minute would look boring.","NULL"
1552756223,280,"PennController",10,0,"filler","NULL","Selector","trial1","Selection","sentence2",1552755671646,"That abstract painting was a work that after a minute would look boring.","NULL"
1552756223,280,"PennController",10,0,"filler","NULL","PennController",10,"_Trial_","End",1552755672325,"That abstract painting was a work that after a minute would look boring.","NULL"
1552756223,280,"PennController",33,0,"prepositional","NULL","PennController",33,"_Trial_","Start",1552755672326,"The monthly journal is a magazine which all experts should definitely subscribe to.","NULL"
1552756223,280,"PennController",33,0,"prepositional","NULL","Selector","trial1","Selection","sentence1",1552755693946,"The monthly journal is a magazine which all experts should definitely subscribe to.","NULL"
1552756223,280,"PennController",33,0,"prepositional","NULL","PennController",33,"_Trial_","End",1552755694635,"The monthly journal is a magazine which all experts should definitely subscribe to.","NULL"
1552756223,280,"PennController",65,0,"particle","NULL","PennController",65,"_Trial_","Start",1552755694635,"The expert chef was a master whom any amateur must humbly look up to.","NULL"
1552756223,280,"PennController",65,0,"particle","NULL","Selector","trial1","Selection","sentence1",1552755701244,"The expert chef was a master whom any amateur must humbly look up to.","NULL"
1552756223,280,"PennController",65,0,"particle","NULL","PennController",65,"_Trial_","End",1552755705292,"The expert chef was a master whom any amateur must humbly look up to.","NULL"
1552756223,280,"PennController",25,0,"filler","NULL","PennController",25,"_Trial_","Start",1552755705293,"That gray squirrel was a creature that near the tree would bury nuts.","NULL"
1552756223,280,"PennController",25,0,"filler","NULL","Selector","trial1","Selection","sentence2",1552755713878,"That gray squirrel was a creature that near the tree would bury nuts.","NULL"
1552756223,280,"PennController",25,0,"filler","NULL","PennController",25,"_Trial_","End",1552755714826,"That gray squirrel was a creature that near the tree would bury nuts.","NULL"
1552756223,280,"PennController",45,0,"prepositional","NULL","PennController",45,"_Trial_","Start",1552755714826,"The unpredictable politician was a candidate whom most people would never vote for.","NULL"
1552756223,280,"PennController",45,0,"prepositional","NULL","Selector","trial1","Selection","sentence1",1552755719972,"The unpredictable politician was a candidate whom most people would never vote for.","NULL"
1552756223,280,"PennController",45,0,"prepositional","NULL","PennController",45,"_Trial_","End",1552755721632,"The unpredictable politician was a candidate whom most people would never vote for.","NULL"
1552756223,280,"PennController",64,0,"particle","NULL","PennController",64,"_Trial_","Start",1552755721633,"The quiet child is a troublemaker whom all babysitters should often check in on.","NULL"
1552756223,280,"PennController",64,0,"particle","NULL","Selector","trial1","Selection","sentence1",1552755728161,"The quiet child is a troublemaker whom all babysitters should often check in on.","NULL"
1552756223,280,"PennController",64,0,"particle","NULL","PennController",64,"_Trial_","End",1552755730190,"The quiet child is a troublemaker whom all babysitters should often check in on.","NULL"
1552756223,280,"PennController",17,0,"filler","NULL","PennController",17,"_Trial_","Start",1552755730191,"The young man was a student who in the library would read books.","NULL"
1552756223,280,"PennController",17,0,"filler","NULL","Selector","trial1","Selection","sentence2",1552755735064,"The young man was a student who in the library would read books.","NULL"
1552756223,280,"PennController",17,0,"filler","NULL","PennController",17,"_Trial_","End",1552755735952,"The young man was a student who in the library would read books.","NULL"
1552756223,280,"PennController",29,0,"prepositional","NULL","PennController",29,"_Trial_","Start",1552755735953,"The antique painting was a piece which the critic would closely stare at.","NULL"
1552756223,280,"PennController",29,0,"prepositional","NULL","Selector","trial1","Selection","sentence1",1552755751032,"The antique painting was a piece which the critic would closely stare at.","NULL"
1552756223,280,"PennController",29,0,"prepositional","NULL","PennController",29,"_Trial_","End",1552755753667,"The antique painting was a piece which the critic would closely stare at.","NULL"
1552756223,280,"PennController",58,0,"particle","NULL","PennController",58,"_Trial_","Start",1552755753668,"This kind woman was a friend whom my aunt would frequently catch up with.","NULL"
1552756223,280,"PennController",58,0,"particle","NULL","Selector","trial1","Selection","sentence1",1552755766162,"This kind woman was a friend whom my aunt would frequently catch up with.","NULL"
1552756223,280,"PennController",58,0,"particle","NULL","PennController",58,"_Trial_","End",1552755767434,"This kind woman was a friend whom my aunt would frequently catch up with.","NULL"
1552756223,280,"PennController",26,0,"filler","NULL","PennController",26,"_Trial_","Start",1552755767435,"The post office was a service that around the world would deliver letters.","NULL"
1552756223,280,"PennController",26,0,"filler","NULL","Selector","trial1","Selection","sentence2",1552755772330,"The post office was a service that around the world would deliver letters.","NULL"
1552756223,280,"PennController",26,0,"filler","NULL","PennController",26,"_Trial_","End",1552755773474,"The post office was a service that around the world would deliver letters.","NULL"
1552756223,280,"PennController",44,0,"prepositional","NULL","PennController",44,"_Trial_","Start",1552755773475,"The friendly star was a figure whom many fans would regularly write to.","NULL"
1552756223,280,"PennController",44,0,"prepositional","NULL","Selector","trial1","Selection","sentence1",1552755780091,"The friendly star was a figure whom many fans would regularly write to.","NULL"
1552756223,280,"PennController",44,0,"prepositional","NULL","PennController",44,"_Trial_","End",1552755780910,"The friendly star was a figure whom many fans would regularly write to.","NULL"
1552756223,280,"PennController",68,0,"catch","NULL","PennController",67,"_Trial_","Start",1552755780911,"If you're reading this please select this sentence.","NULL"
1552756223,280,"PennController",68,0,"catch","NULL","Selector","trial1","Selection","sentence1",1552755785336,"If you're reading this please select this sentence.","NULL"
1552756223,280,"PennController",68,0,"catch","NULL","PennController",67,"_Trial_","End",1552755791088,"If you're reading this please select this sentence.","NULL"
1552756223,280,"PennController",47,0,"particle","NULL","PennController",47,"_Trial_","Start",1552755791088,"That rare edition was a book  which the collector would always look out for.","NULL"
1552756223,280,"PennController",47,0,"particle","NULL","Selector","trial1","Selection","sentence1",1552755800379,"That rare edition was a book  which the collector would always look out for.","NULL"
1552756223,280,"PennController",47,0,"particle","NULL","PennController",47,"_Trial_","End",1552755801059,"That rare edition was a book  which the collector would always look out for.","NULL"
1552756223,280,"PennController",18,0,"filler","NULL","PennController",18,"_Trial_","Start",1552755801060,"The older customer was a patron who at this cafe would sip coffee.","NULL"
1552756223,280,"PennController",18,0,"filler","NULL","Selector","trial1","Selection","sentence2",1552755810329,"The older customer was a patron who at this cafe would sip coffee.","NULL"
1552756223,280,"PennController",18,0,"filler","NULL","PennController",18,"_Trial_","End",1552755811497,"The older customer was a patron who at this cafe would sip coffee.","NULL"
1552756223,280,"PennController",41,0,"prepositional","NULL","PennController",41,"_Trial_","Start",1552755811498,"The careful bicyclist is an athlete whom no accident could ever happen to.","NULL"
1552756223,280,"PennController",41,0,"prepositional","NULL","Selector","trial1","Selection","sentence1",1552755816189,"The careful bicyclist is an athlete whom no accident could ever happen to.","NULL"
1552756223,280,"PennController",41,0,"prepositional","NULL","PennController",41,"_Trial_","End",1552755817522,"The careful bicyclist is an athlete whom no accident could ever happen to.","NULL"
1552756223,280,"PennController",59,0,"particle","NULL","PennController",59,"_Trial_","Start",1552755817523,"Their dishonest mother was a liar whom the children could never make up with.","NULL"
1552756223,280,"PennController",59,0,"particle","NULL","Selector","trial1","Selection","sentence1",1552755823218,"Their dishonest mother was a liar whom the children could never make up with.","NULL"
1552756223,280,"PennController",59,0,"particle","NULL","PennController",59,"_Trial_","End",1552755827070,"Their dishonest mother was a liar whom the children could never make up with.","NULL"
1552756223,280,"PennController",15,0,"filler","NULL","PennController",15,"_Trial_","Start",1552755827071,"That stubborn stain is an annoyance that by this point should be gone.","NULL"
1552756223,280,"PennController",15,0,"filler","NULL","Selector","trial1","Selection","sentence2",1552755835346,"That stubborn stain is an annoyance that by this point should be gone.","NULL"
1552756223,280,"PennController",15,0,"filler","NULL","PennController",15,"_Trial_","End",1552755837181,"That stubborn stain is an annoyance that by this point should be gone.","NULL"
1552756223,280,"PennController",28,0,"prepositional","NULL","PennController",28,"_Trial_","Start",1552755837182,"The exhausting trip was a vacation which my friends will barely recover from.","NULL"
1552756223,280,"PennController",28,0,"prepositional","NULL","Selector","trial1","Selection","sentence1",1552755860223,"The exhausting trip was a vacation which my friends will barely recover from.","NULL"
1552756223,280,"PennController",28,0,"prepositional","NULL","PennController",28,"_Trial_","End",1552755861190,"The exhausting trip was a vacation which my friends will barely recover from.","NULL"
1552756223,280,"PennController",51,0,"particle","NULL","PennController",51,"_Trial_","Start",1552755861191,"This secure cell was an area which no prisoner could ever break out of.","NULL"
1552756223,280,"PennController",51,0,"particle","NULL","Selector","trial1","Selection","sentence1",1552755885952,"This secure cell was an area which no prisoner could ever break out of.","NULL"
1552756223,280,"PennController",51,0,"particle","NULL","PennController",51,"_Trial_","End",1552755886751,"This secure cell was an area which no prisoner could ever break out of.","NULL"
1552756223,280,"PennController",22,0,"filler","NULL","PennController",22,"_Trial_","Start",1552755886752,"The new teacher is a vocalist who at this school will teach music.","NULL"
1552756223,280,"PennController",22,0,"filler","NULL","Selector","trial1","Selection","sentence2",1552755892666,"The new teacher is a vocalist who at this school will teach music.","NULL"
1552756223,280,"PennController",22,0,"filler","NULL","PennController",22,"_Trial_","End",1552755897614,"The new teacher is a vocalist who at this school will teach music.","NULL"
1552756223,280,"PennController",37,0,"prepositional","NULL","PennController",37,"_Trial_","Start",1552755897615,"Her impatient sister is a companion whom few people would willingly travel with.","NULL"
1552756223,280,"PennController",37,0,"prepositional","NULL","Selector","trial1","Selection","sentence1",1552755907105,"Her impatient sister is a companion whom few people would willingly travel with.","NULL"
1552756223,280,"PennController",37,0,"prepositional","NULL","PennController",37,"_Trial_","End",1552755909354,"Her impatient sister is a companion whom few people would willingly travel with.","NULL"
1552756223,280,"PennController",52,0,"particle","NULL","PennController",52,"_Trial_","Start",1552755909357,"Her first birthday is an event which her dad must unfortunately miss out on.","NULL"
1552756223,280,"PennController",52,0,"particle","NULL","Selector","trial1","Selection","sentence1",1552755914606,"Her first birthday is an event which her dad must unfortunately miss out on.","NULL"
1552756223,280,"PennController",52,0,"particle","NULL","PennController",52,"_Trial_","End",1552755918468,"Her first birthday is an event which her dad must unfortunately miss out on.","NULL"
1552756223,280,"PennController",16,0,"filler","NULL","PennController",16,"_Trial_","Start",1552755918469,"The chocolate cake is a dessert that later this evening must be baked.","NULL"
1552756223,280,"PennController",16,0,"filler","NULL","Selector","trial1","Selection","sentence2",1552755931465,"The chocolate cake is a dessert that later this evening must be baked.","NULL"
1552756223,280,"PennController",16,0,"filler","NULL","PennController",16,"_Trial_","End",1552755932976,"The chocolate cake is a dessert that later this evening must be baked.","NULL"
1552756223,280,"PennController",38,0,"prepositional","NULL","PennController",38,"_Trial_","Start",1552755932977,"My intimidating professor is an expert whom no student can confidently speak to.","NULL"
1552756223,280,"PennController",38,0,"prepositional","NULL","Selector","trial1","Selection","sentence1",1552755940670,"My intimidating professor is an expert whom no student can confidently speak to.","NULL"
1552756223,280,"PennController",38,0,"prepositional","NULL","PennController",38,"_Trial_","End",1552755941499,"My intimidating professor is an expert whom no student can confidently speak to.","NULL"
1552756223,280,"PennController",63,0,"particle","NULL","PennController",63,"_Trial_","Start",1552755941500,"That tall carpenter was the gentleman whom my sister would sometimes go out with.","NULL"
1552756223,280,"PennController",63,0,"particle","NULL","Selector","trial1","Selection","sentence1",1552755952608,"That tall carpenter was the gentleman whom my sister would sometimes go out with.","NULL"
1552756223,280,"PennController",63,0,"particle","NULL","PennController",63,"_Trial_","End",1552755956827,"That tall carpenter was the gentleman whom my sister would sometimes go out with.","NULL"
1552756223,280,"PennController",20,0,"filler","NULL","PennController",20,"_Trial_","Start",1552755956828,"The young intellectual is a writer who in the park would write poetry.","NULL"
1552756223,280,"PennController",20,0,"filler","NULL","Selector","trial1","Selection","sentence2",1552755960323,"The young intellectual is a writer who in the park would write poetry.","NULL"
1552756223,280,"PennController",20,0,"filler","NULL","PennController",20,"_Trial_","End",1552755961353,"The young intellectual is a writer who in the park would write poetry.","NULL"
1552756223,280,"PennController",34,0,"prepositional","NULL","PennController",34,"_Trial_","Start",1552755961354,"The rare bird is a species which every biologist should enthusiastically teach about.","NULL"
1552756223,280,"PennController",34,0,"prepositional","NULL","Selector","trial1","Selection","sentence1",1552755971289,"The rare bird is a species which every biologist should enthusiastically teach about.","NULL"
1552756223,280,"PennController",34,0,"prepositional","NULL","PennController",34,"_Trial_","End",1552755973451,"The rare bird is a species which every biologist should enthusiastically teach about.","NULL"
1552756223,280,"PennController",55,0,"particle","NULL","PennController",55,"_Trial_","Start",1552755973453,"The difficult hike is a challenge which any adventurer should carefully gear up for.","NULL"
1552756223,280,"PennController",55,0,"particle","NULL","Selector","trial1","Selection","sentence1",1552755989154,"The difficult hike is a challenge which any adventurer should carefully gear up for.","NULL"
1552756223,280,"PennController",55,0,"particle","NULL","PennController",55,"_Trial_","End",1552755991001,"The difficult hike is a challenge which any adventurer should carefully gear up for.","NULL"
1552756223,280,"PennController",21,0,"filler","NULL","PennController",21,"_Trial_","Start",1552755991002,"The serious weightlifter was an athlete who at the gym would rarely speak.","NULL"
1552756223,280,"PennController",21,0,"filler","NULL","Selector","trial1","Selection","sentence2",1552755995925,"The serious weightlifter was an athlete who at the gym would rarely speak.","NULL"
1552756223,280,"PennController",21,0,"filler","NULL","PennController",21,"_Trial_","End",1552755997941,"The serious weightlifter was an athlete who at the gym would rarely speak.","NULL"
1552756223,280,"PennController",35,0,"prepositional","NULL","PennController",35,"_Trial_","Start",1552755997942,"The controversial issue was a topic which few activists would openly fight for.","NULL"
1552756223,280,"PennController",35,0,"prepositional","NULL","Selector","trial1","Selection","sentence1",1552756010367,"The controversial issue was a topic which few activists would openly fight for.","NULL"
1552756223,280,"PennController",35,0,"prepositional","NULL","PennController",35,"_Trial_","End",1552756011961,"The controversial issue was a topic which few activists would openly fight for.","NULL"
1552756223,280,"PennController",50,0,"particle","NULL","PennController",50,"_Trial_","Start",1552756011962,"The popular shampoo was a product which the store would regularly run out of.","NULL"
1552756223,280,"PennController",50,0,"particle","NULL","Selector","trial1","Selection","sentence1",1552756017108,"The popular shampoo was a product which the store would regularly run out of.","NULL"
1552756223,280,"PennController",50,0,"particle","NULL","PennController",50,"_Trial_","End",1552756019954,"The popular shampoo was a product which the store would regularly run out of.","NULL"
1552756223,280,"PennController",11,0,"filler","NULL","PennController",11,"_Trial_","Start",1552756019955,"The delicate pastry is a food that before too long could lose flavor.","NULL"
1552756223,280,"PennController",11,0,"filler","NULL","Selector","trial1","Selection","sentence2",1552756034329,"The delicate pastry is a food that before too long could lose flavor.","NULL"
1552756223,280,"PennController",11,0,"filler","NULL","PennController",11,"_Trial_","End",1552756037484,"The delicate pastry is a food that before too long could lose flavor.","NULL"
1552756223,280,"PennController",31,0,"prepositional","NULL","PennController",31,"_Trial_","Start",1552756037485,"The charming neighborhood was a district which young couples could comfortably live in.","NULL"
1552756223,280,"PennController",31,0,"prepositional","NULL","Selector","trial1","Selection","sentence1",1552756069816,"The charming neighborhood was a district which young couples could comfortably live in.","NULL"
1552756223,280,"PennController",31,0,"prepositional","NULL","PennController",31,"_Trial_","End",1552756070398,"The charming neighborhood was a district which young couples could comfortably live in.","NULL"
1552756223,280,"PennController",54,0,"particle","NULL","PennController",54,"_Trial_","Start",1552756070399,"The  upcoming release is an update which the programmer will gladly help out with.","NULL"
1552756223,280,"PennController",54,0,"particle","NULL","Selector","trial1","Selection","sentence1",1552756079311,"The  upcoming release is an update which the programmer will gladly help out with.","NULL"
1552756223,280,"PennController",54,0,"particle","NULL","PennController",54,"_Trial_","End",1552756080276,"The  upcoming release is an update which the programmer will gladly help out with.","NULL"
1552756223,280,"PennController",24,0,"filler","NULL","PennController",24,"_Trial_","Start",1552756080277,"The experienced artist is a master who by the statue will paint portraits.","NULL"
1552756223,280,"PennController",24,0,"filler","NULL","Selector","trial1","Selection","sentence2",1552756094006,"The experienced artist is a master who by the statue will paint portraits.","NULL"
1552756223,280,"PennController",24,0,"filler","NULL","PennController",24,"_Trial_","End",1552756094772,"The experienced artist is a master who by the statue will paint portraits.","NULL"
1552756223,280,"PennController",39,0,"prepositional","NULL","PennController",39,"_Trial_","Start",1552756094773,"Her well-behaved daughter is an angel whom most babysitters would gladly care for.","NULL"
1552756223,280,"PennController",39,0,"prepositional","NULL","Selector","trial1","Selection","sentence1",1552756101126,"Her well-behaved daughter is an angel whom most babysitters would gladly care for.","NULL"
1552756223,280,"PennController",39,0,"prepositional","NULL","PennController",39,"_Trial_","End",1552756103240,"Her well-behaved daughter is an angel whom most babysitters would gladly care for.","NULL"
1552756223,280,"PennController",57,0,"particle","NULL","PennController",57,"_Trial_","Start",1552756103240,"My friendly uncle is a relative whom most everyone can easily get along with.","NULL"
1552756223,280,"PennController",57,0,"particle","NULL","Selector","trial1","Selection","sentence1",1552756115509,"My friendly uncle is a relative whom most everyone can easily get along with.","NULL"
1552756223,280,"PennController",57,0,"particle","NULL","PennController",57,"_Trial_","End",1552756116438,"My friendly uncle is a relative whom most everyone can easily get along with.","NULL"
1552756223,280,"PennController",13,0,"filler","NULL","PennController",13,"_Trial_","Start",1552756116439,"That quiet teenager was an employee who at closing time would wash dishes.","NULL"
1552756223,280,"PennController",13,0,"filler","NULL","Selector","trial1","Selection","sentence2",1552756121778,"That quiet teenager was an employee who at closing time would wash dishes.","NULL"
1552756223,280,"PennController",13,0,"filler","NULL","PennController",13,"_Trial_","End",1552756124256,"That quiet teenager was an employee who at closing time would wash dishes.","NULL"
1552756223,280,"PennController",40,0,"prepositional","NULL","PennController",40,"_Trial_","Start",1552756124256,"That retired teacher is the customer whom the server would often wait on.","NULL"
1552756223,280,"PennController",40,0,"prepositional","NULL","Selector","trial1","Selection","sentence1",1552756142751,"That retired teacher is the customer whom the server would often wait on.","NULL"
1552756223,280,"PennController",40,0,"prepositional","NULL","PennController",40,"_Trial_","End",1552756143541,"That retired teacher is the customer whom the server would often wait on.","NULL"
1552756223,280,"PennController",66,0,"particle","NULL","PennController",66,"_Trial_","Start",1552756143541,"Your strange cousin is a person whom the family must reluctantly put up with.","NULL"
1552756223,280,"PennController",66,0,"particle","NULL","Selector","trial1","Selection","sentence1",1552756148205,"Your strange cousin is a person whom the family must reluctantly put up with.","NULL"
1552756223,280,"PennController",66,0,"particle","NULL","PennController",66,"_Trial_","End",1552756151183,"Your strange cousin is a person whom the family must reluctantly put up with.","NULL"
1552756223,280,"PennController",23,0,"filler","NULL","PennController",23,"_Trial_","Start",1552756151184,"The amateur chef was a cook who in the kitchen would develop recipes.","NULL"
1552756223,280,"PennController",23,0,"filler","NULL","Selector","trial1","Selection","sentence2",1552756157096,"The amateur chef was a cook who in the kitchen would develop recipes.","NULL"
1552756223,280,"PennController",23,0,"filler","NULL","PennController",23,"_Trial_","End",1552756158071,"The amateur chef was a cook who in the kitchen would develop recipes.","NULL"
1552756223,280,"PennController",27,0,"prepositional","NULL","PennController",27,"_Trial_","Start",1552756158072,"The brilliant compromise is a solution which both sides could happily agree on.","NULL"
1552756223,280,"PennController",27,0,"prepositional","NULL","Selector","trial1","Selection","sentence1",1552756166443,"The brilliant compromise is a solution which both sides could happily agree on.","NULL"
1552756223,280,"PennController",27,0,"prepositional","NULL","PennController",27,"_Trial_","End",1552756167333,"The brilliant compromise is a solution which both sides could happily agree on.","NULL"
