"Time results were received","MD5 hash of participants IP address","Controller name","Item number","Element number","Type","Group","PennElementType","PennElementName","Parameter","Value","EventTime","sentence1","Comments"
1552747083,267,"PennController",19,0,"filler","NULL","PennController",19,"_Trial_","Start",1552746850035,"The stern captain is the officer who on the boat could give orders.","NULL"
1552747083,267,"PennController",19,0,"filler","NULL","Selector","trial1","Selection","sentence2",1552746856863,"The stern captain is the officer who on the boat could give orders.","NULL"
1552747083,267,"PennController",19,0,"filler","NULL","PennController",19,"_Trial_","End",1552746857411,"The stern captain is the officer who on the boat could give orders.","NULL"
1552747083,267,"PennController",39,0,"prepositional","NULL","PennController",39,"_Trial_","Start",1552746857412,"Her well-behaved daughter is an angel whom most babysitters would gladly care for.","NULL"
1552747083,267,"PennController",39,0,"prepositional","NULL","Selector","trial1","Selection","sentence1",1552746861881,"Her well-behaved daughter is an angel whom most babysitters would gladly care for.","NULL"
1552747083,267,"PennController",39,0,"prepositional","NULL","PennController",39,"_Trial_","End",1552746862396,"Her well-behaved daughter is an angel whom most babysitters would gladly care for.","NULL"
1552747083,267,"PennController",61,0,"particle","NULL","PennController",61,"_Trial_","Start",1552746862396,"That timid accountant was the employee whom the boss would always talk down to.","NULL"
1552747083,267,"PennController",61,0,"particle","NULL","Selector","trial1","Selection","sentence1",1552746867572,"That timid accountant was the employee whom the boss would always talk down to.","NULL"
1552747083,267,"PennController",61,0,"particle","NULL","PennController",61,"_Trial_","End",1552746868444,"That timid accountant was the employee whom the boss would always talk down to.","NULL"
1552747083,267,"PennController",7,0,"filler","NULL","PennController",7,"_Trial_","Start",1552746868445,"The talented musician was a performer who on some days would sing opera.","NULL"
1552747083,267,"PennController",7,0,"filler","NULL","Selector","trial1","Selection","sentence1",1552746873975,"The talented musician was a performer who on some days would sing opera.","NULL"
1552747083,267,"PennController",7,0,"filler","NULL","PennController",7,"_Trial_","End",1552746874635,"The talented musician was a performer who on some days would sing opera.","NULL"
1552747083,267,"PennController",28,0,"prepositional","NULL","PennController",28,"_Trial_","Start",1552746874635,"The exhausting trip was a vacation which my friends will barely recover from.","NULL"
1552747083,267,"PennController",28,0,"prepositional","NULL","Selector","trial1","Selection","sentence1",1552746878232,"The exhausting trip was a vacation which my friends will barely recover from.","NULL"
1552747083,267,"PennController",28,0,"prepositional","NULL","PennController",28,"_Trial_","End",1552746878774,"The exhausting trip was a vacation which my friends will barely recover from.","NULL"
1552747083,267,"PennController",52,0,"particle","NULL","PennController",52,"_Trial_","Start",1552746878775,"Her first birthday is an event which her dad must unfortunately miss out on.","NULL"
1552747083,267,"PennController",52,0,"particle","NULL","Selector","trial1","Selection","sentence2",1552746882573,"Her first birthday is an event which her dad must unfortunately miss out on.","NULL"
1552747083,267,"PennController",52,0,"particle","NULL","PennController",52,"_Trial_","End",1552746883093,"Her first birthday is an event which her dad must unfortunately miss out on.","NULL"
1552747083,267,"PennController",21,0,"filler","NULL","PennController",21,"_Trial_","Start",1552746883094,"The serious weightlifter was an athlete who at the gym would rarely speak.","NULL"
1552747083,267,"PennController",21,0,"filler","NULL","Selector","trial1","Selection","sentence1",1552746888047,"The serious weightlifter was an athlete who at the gym would rarely speak.","NULL"
1552747083,267,"PennController",21,0,"filler","NULL","PennController",21,"_Trial_","End",1552746888669,"The serious weightlifter was an athlete who at the gym would rarely speak.","NULL"
1552747083,267,"PennController",46,0,"prepositional","NULL","PennController",46,"_Trial_","Start",1552746888670,"The offensive comedian was an entertainer whom no audience would generally laugh at.","NULL"
1552747083,267,"PennController",46,0,"prepositional","NULL","Selector","trial1","Selection","sentence1",1552746896530,"The offensive comedian was an entertainer whom no audience would generally laugh at.","NULL"
1552747083,267,"PennController",46,0,"prepositional","NULL","PennController",46,"_Trial_","End",1552746897184,"The offensive comedian was an entertainer whom no audience would generally laugh at.","NULL"
1552747083,267,"PennController",47,0,"particle","NULL","PennController",47,"_Trial_","Start",1552746897185,"That rare edition was a book  which the collector would always look out for.","NULL"
1552747083,267,"PennController",47,0,"particle","NULL","Selector","trial1","Selection","sentence1",1552746901930,"That rare edition was a book  which the collector would always look out for.","NULL"
1552747083,267,"PennController",47,0,"particle","NULL","PennController",47,"_Trial_","End",1552746902532,"That rare edition was a book  which the collector would always look out for.","NULL"
1552747083,267,"PennController",25,0,"filler","NULL","PennController",25,"_Trial_","Start",1552746902533,"That gray squirrel was a creature that near the tree would bury nuts.","NULL"
1552747083,267,"PennController",25,0,"filler","NULL","Selector","trial1","Selection","sentence2",1552746907583,"That gray squirrel was a creature that near the tree would bury nuts.","NULL"
1552747083,267,"PennController",25,0,"filler","NULL","PennController",25,"_Trial_","End",1552746908156,"That gray squirrel was a creature that near the tree would bury nuts.","NULL"
1552747083,267,"PennController",33,0,"prepositional","NULL","PennController",33,"_Trial_","Start",1552746908157,"The monthly journal is a magazine which all experts should definitely subscribe to.","NULL"
1552747083,267,"PennController",33,0,"prepositional","NULL","Selector","trial1","Selection","sentence1",1552746913886,"The monthly journal is a magazine which all experts should definitely subscribe to.","NULL"
1552747083,267,"PennController",33,0,"prepositional","NULL","PennController",33,"_Trial_","End",1552746914299,"The monthly journal is a magazine which all experts should definitely subscribe to.","NULL"
1552747083,267,"PennController",59,0,"particle","NULL","PennController",59,"_Trial_","Start",1552746914300,"Their dishonest mother was a liar whom the children could never make up with.","NULL"
1552747083,267,"PennController",59,0,"particle","NULL","Selector","trial1","Selection","sentence1",1552746917727,"Their dishonest mother was a liar whom the children could never make up with.","NULL"
1552747083,267,"PennController",59,0,"particle","NULL","PennController",59,"_Trial_","End",1552746918542,"Their dishonest mother was a liar whom the children could never make up with.","NULL"
1552747083,267,"PennController",10,0,"filler","NULL","PennController",10,"_Trial_","Start",1552746918543,"That abstract painting was a work that after a minute would look boring.","NULL"
1552747083,267,"PennController",10,0,"filler","NULL","Selector","trial1","Selection","sentence2",1552746922114,"That abstract painting was a work that after a minute would look boring.","NULL"
1552747083,267,"PennController",10,0,"filler","NULL","PennController",10,"_Trial_","End",1552746922665,"That abstract painting was a work that after a minute would look boring.","NULL"
1552747083,267,"PennController",41,0,"prepositional","NULL","PennController",41,"_Trial_","Start",1552746922666,"The careful bicyclist is an athlete whom no accident could ever happen to.","NULL"
1552747083,267,"PennController",41,0,"prepositional","NULL","Selector","trial1","Selection","sentence1",1552746926051,"The careful bicyclist is an athlete whom no accident could ever happen to.","NULL"
1552747083,267,"PennController",41,0,"prepositional","NULL","PennController",41,"_Trial_","End",1552746926653,"The careful bicyclist is an athlete whom no accident could ever happen to.","NULL"
1552747083,267,"PennController",63,0,"particle","NULL","PennController",63,"_Trial_","Start",1552746926654,"That tall carpenter was the gentleman whom my sister would sometimes go out with.","NULL"
1552747083,267,"PennController",63,0,"particle","NULL","Selector","trial1","Selection","sentence1",1552746929536,"That tall carpenter was the gentleman whom my sister would sometimes go out with.","NULL"
1552747083,267,"PennController",63,0,"particle","NULL","PennController",63,"_Trial_","End",1552746930855,"That tall carpenter was the gentleman whom my sister would sometimes go out with.","NULL"
1552747083,267,"PennController",17,0,"filler","NULL","PennController",17,"_Trial_","Start",1552746930856,"The young man was a student who in the library would read books.","NULL"
1552747083,267,"PennController",17,0,"filler","NULL","Selector","trial1","Selection","sentence2",1552746934309,"The young man was a student who in the library would read books.","NULL"
1552747083,267,"PennController",17,0,"filler","NULL","PennController",17,"_Trial_","End",1552746934732,"The young man was a student who in the library would read books.","NULL"
1552747083,267,"PennController",43,0,"prepositional","NULL","PennController",43,"_Trial_","Start",1552746934733,"The master violinist was a musician whom few professionals could really compare to.","NULL"
1552747083,267,"PennController",43,0,"prepositional","NULL","Selector","trial1","Selection","sentence1",1552746937655,"The master violinist was a musician whom few professionals could really compare to.","NULL"
1552747083,267,"PennController",43,0,"prepositional","NULL","PennController",43,"_Trial_","End",1552746938574,"The master violinist was a musician whom few professionals could really compare to.","NULL"
1552747083,267,"PennController",50,0,"particle","NULL","PennController",50,"_Trial_","Start",1552746938575,"The popular shampoo was a product which the store would regularly run out of.","NULL"
1552747083,267,"PennController",50,0,"particle","NULL","Selector","trial1","Selection","sentence1",1552746942053,"The popular shampoo was a product which the store would regularly run out of.","NULL"
1552747083,267,"PennController",50,0,"particle","NULL","PennController",50,"_Trial_","End",1552746942795,"The popular shampoo was a product which the store would regularly run out of.","NULL"
1552747083,267,"PennController",26,0,"filler","NULL","PennController",26,"_Trial_","Start",1552746942796,"The post office was a service that around the world would deliver letters.","NULL"
1552747083,267,"PennController",26,0,"filler","NULL","Selector","trial1","Selection","sentence2",1552746945931,"The post office was a service that around the world would deliver letters.","NULL"
1552747083,267,"PennController",26,0,"filler","NULL","PennController",26,"_Trial_","End",1552746946499,"The post office was a service that around the world would deliver letters.","NULL"
1552747083,267,"PennController",45,0,"prepositional","NULL","PennController",45,"_Trial_","Start",1552746946500,"The unpredictable politician was a candidate whom most people would never vote for.","NULL"
1552747083,267,"PennController",45,0,"prepositional","NULL","Selector","trial1","Selection","sentence1",1552746949366,"The unpredictable politician was a candidate whom most people would never vote for.","NULL"
1552747083,267,"PennController",45,0,"prepositional","NULL","PennController",45,"_Trial_","End",1552746950615,"The unpredictable politician was a candidate whom most people would never vote for.","NULL"
1552747083,267,"PennController",49,0,"particle","NULL","PennController",49,"_Trial_","Start",1552746950615,"The first snowfall was an event which my brother would impatiently look forward to.","NULL"
1552747083,267,"PennController",49,0,"particle","NULL","Selector","trial1","Selection","sentence1",1552746954736,"The first snowfall was an event which my brother would impatiently look forward to.","NULL"
1552747083,267,"PennController",49,0,"particle","NULL","PennController",49,"_Trial_","End",1552746955247,"The first snowfall was an event which my brother would impatiently look forward to.","NULL"
1552747083,267,"PennController",20,0,"filler","NULL","PennController",20,"_Trial_","Start",1552746955248,"The young intellectual is a writer who in the park would write poetry.","NULL"
1552747083,267,"PennController",20,0,"filler","NULL","Selector","trial1","Selection","sentence2",1552746961526,"The young intellectual is a writer who in the park would write poetry.","NULL"
1552747083,267,"PennController",20,0,"filler","NULL","PennController",20,"_Trial_","End",1552746962174,"The young intellectual is a writer who in the park would write poetry.","NULL"
1552747083,267,"PennController",37,0,"prepositional","NULL","PennController",37,"_Trial_","Start",1552746962175,"Her impatient sister is a companion whom few people would willingly travel with.","NULL"
1552747083,267,"PennController",37,0,"prepositional","NULL","Selector","trial1","Selection","sentence1",1552746966660,"Her impatient sister is a companion whom few people would willingly travel with.","NULL"
1552747083,267,"PennController",37,0,"prepositional","NULL","PennController",37,"_Trial_","End",1552746967295,"Her impatient sister is a companion whom few people would willingly travel with.","NULL"
1552747083,267,"PennController",69,0,"catch","NULL","PennController",68,"_Trial_","Start",1552746967296,"If you're reading this do not select the other sentence select this one.","NULL"
1552747083,267,"PennController",69,0,"catch","NULL","Selector","trial1","Selection","sentence1",1552746970411,"If you're reading this do not select the other sentence select this one.","NULL"
1552747083,267,"PennController",69,0,"catch","NULL","PennController",68,"_Trial_","End",1552746971180,"If you're reading this do not select the other sentence select this one.","NULL"
1552747083,267,"PennController",53,0,"particle","NULL","PennController",53,"_Trial_","Start",1552746971182,"The unsigned contract is a deal which the businesswoman could still back out of.","NULL"
1552747083,267,"PennController",53,0,"particle","NULL","Selector","trial1","Selection","sentence1",1552746976059,"The unsigned contract is a deal which the businesswoman could still back out of.","NULL"
1552747083,267,"PennController",53,0,"particle","NULL","PennController",53,"_Trial_","End",1552746976938,"The unsigned contract is a deal which the businesswoman could still back out of.","NULL"
1552747083,267,"PennController",9,0,"filler","NULL","PennController",9,"_Trial_","Start",1552746976939,"That old song was a tune that by the end would sound familiar.","NULL"
1552747083,267,"PennController",9,0,"filler","NULL","Selector","trial1","Selection","sentence2",1552746979204,"That old song was a tune that by the end would sound familiar.","NULL"
1552747083,267,"PennController",9,0,"filler","NULL","PennController",9,"_Trial_","End",1552746979639,"That old song was a tune that by the end would sound familiar.","NULL"
1552747083,267,"PennController",31,0,"prepositional","NULL","PennController",31,"_Trial_","Start",1552746979641,"The charming neighborhood was a district which young couples could comfortably live in.","NULL"
1552747083,267,"PennController",31,0,"prepositional","NULL","Selector","trial1","Selection","sentence1",1552746982898,"The charming neighborhood was a district which young couples could comfortably live in.","NULL"
1552747083,267,"PennController",31,0,"prepositional","NULL","PennController",31,"_Trial_","End",1552746983449,"The charming neighborhood was a district which young couples could comfortably live in.","NULL"
1552747083,267,"PennController",64,0,"particle","NULL","PennController",64,"_Trial_","Start",1552746983450,"The quiet child is a troublemaker whom all babysitters should often check in on.","NULL"
1552747083,267,"PennController",64,0,"particle","NULL","Selector","trial1","Selection","sentence1",1552746984879,"The quiet child is a troublemaker whom all babysitters should often check in on.","NULL"
1552747083,267,"PennController",64,0,"particle","NULL","PennController",64,"_Trial_","End",1552746985185,"The quiet child is a troublemaker whom all babysitters should often check in on.","NULL"
1552747083,267,"PennController",14,0,"filler","NULL","PennController",14,"_Trial_","Start",1552746985186,"The beautiful wedding was an event that for some time will be remembered.","NULL"
1552747083,267,"PennController",14,0,"filler","NULL","Selector","trial1","Selection","sentence2",1552746988493,"The beautiful wedding was an event that for some time will be remembered.","NULL"
1552747083,267,"PennController",14,0,"filler","NULL","PennController",14,"_Trial_","End",1552746989156,"The beautiful wedding was an event that for some time will be remembered.","NULL"
1552747083,267,"PennController",30,0,"prepositional","NULL","PennController",30,"_Trial_","Start",1552746989157,"The careful argument was a statement which no opponent could easily argue with.","NULL"
1552747083,267,"PennController",30,0,"prepositional","NULL","Selector","trial1","Selection","sentence1",1552746990376,"The careful argument was a statement which no opponent could easily argue with.","NULL"
1552747083,267,"PennController",30,0,"prepositional","NULL","PennController",30,"_Trial_","End",1552746991106,"The careful argument was a statement which no opponent could easily argue with.","NULL"
1552747083,267,"PennController",65,0,"particle","NULL","PennController",65,"_Trial_","Start",1552746991107,"The expert chef was a master whom any amateur must humbly look up to.","NULL"
1552747083,267,"PennController",65,0,"particle","NULL","Selector","trial1","Selection","sentence1",1552746992400,"The expert chef was a master whom any amateur must humbly look up to.","NULL"
1552747083,267,"PennController",65,0,"particle","NULL","PennController",65,"_Trial_","End",1552746993156,"The expert chef was a master whom any amateur must humbly look up to.","NULL"
1552747083,267,"PennController",11,0,"filler","NULL","PennController",11,"_Trial_","Start",1552746993157,"The delicate pastry is a food that before too long could lose flavor.","NULL"
1552747083,267,"PennController",11,0,"filler","NULL","Selector","trial1","Selection","sentence1",1552746997537,"The delicate pastry is a food that before too long could lose flavor.","NULL"
1552747083,267,"PennController",11,0,"filler","NULL","PennController",11,"_Trial_","End",1552746998235,"The delicate pastry is a food that before too long could lose flavor.","NULL"
1552747083,267,"PennController",32,0,"prepositional","NULL","PennController",32,"_Trial_","Start",1552746998236,"The new plan is a project which the mayor should immediately work on.","NULL"
1552747083,267,"PennController",32,0,"prepositional","NULL","Selector","trial1","Selection","sentence1",1552747000491,"The new plan is a project which the mayor should immediately work on.","NULL"
1552747083,267,"PennController",32,0,"prepositional","NULL","PennController",32,"_Trial_","End",1552747000845,"The new plan is a project which the mayor should immediately work on.","NULL"
1552747083,267,"PennController",66,0,"particle","NULL","PennController",66,"_Trial_","Start",1552747000846,"Your strange cousin is a person whom the family must reluctantly put up with.","NULL"
1552747083,267,"PennController",66,0,"particle","NULL","Selector","trial1","Selection","sentence1",1552747003076,"Your strange cousin is a person whom the family must reluctantly put up with.","NULL"
1552747083,267,"PennController",66,0,"particle","NULL","PennController",66,"_Trial_","End",1552747003603,"Your strange cousin is a person whom the family must reluctantly put up with.","NULL"
1552747083,267,"PennController",23,0,"filler","NULL","PennController",23,"_Trial_","Start",1552747003604,"The amateur chef was a cook who in the kitchen would develop recipes.","NULL"
1552747083,267,"PennController",23,0,"filler","NULL","Selector","trial1","Selection","sentence2",1552747008208,"The amateur chef was a cook who in the kitchen would develop recipes.","NULL"
1552747083,267,"PennController",23,0,"filler","NULL","PennController",23,"_Trial_","End",1552747008679,"The amateur chef was a cook who in the kitchen would develop recipes.","NULL"
1552747083,267,"PennController",27,0,"prepositional","NULL","PennController",27,"_Trial_","Start",1552747008680,"The brilliant compromise is a solution which both sides could happily agree on.","NULL"
1552747083,267,"PennController",27,0,"prepositional","NULL","Selector","trial1","Selection","sentence1",1552747009772,"The brilliant compromise is a solution which both sides could happily agree on.","NULL"
1552747083,267,"PennController",27,0,"prepositional","NULL","PennController",27,"_Trial_","End",1552747010205,"The brilliant compromise is a solution which both sides could happily agree on.","NULL"
1552747083,267,"PennController",57,0,"particle","NULL","PennController",57,"_Trial_","Start",1552747010206,"My friendly uncle is a relative whom most everyone can easily get along with.","NULL"
1552747083,267,"PennController",57,0,"particle","NULL","Selector","trial1","Selection","sentence1",1552747011195,"My friendly uncle is a relative whom most everyone can easily get along with.","NULL"
1552747083,267,"PennController",57,0,"particle","NULL","PennController",57,"_Trial_","End",1552747011987,"My friendly uncle is a relative whom most everyone can easily get along with.","NULL"
1552747083,267,"PennController",8,0,"filler","NULL","PennController",8,"_Trial_","Start",1552747011987,"Each new adventure is an experience that at the start will feel uncomfortable.","NULL"
1552747083,267,"PennController",8,0,"filler","NULL","Selector","trial1","Selection","sentence2",1552747014359,"Each new adventure is an experience that at the start will feel uncomfortable.","NULL"
1552747083,267,"PennController",8,0,"filler","NULL","PennController",8,"_Trial_","End",1552747016127,"Each new adventure is an experience that at the start will feel uncomfortable.","NULL"
1552747083,267,"PennController",29,0,"prepositional","NULL","PennController",29,"_Trial_","Start",1552747016128,"The antique painting was a piece which the critic would closely stare at.","NULL"
1552747083,267,"PennController",29,0,"prepositional","NULL","Selector","trial1","Selection","sentence1",1552747017066,"The antique painting was a piece which the critic would closely stare at.","NULL"
1552747083,267,"PennController",29,0,"prepositional","NULL","PennController",29,"_Trial_","End",1552747017548,"The antique painting was a piece which the critic would closely stare at.","NULL"
1552747083,267,"PennController",55,0,"particle","NULL","PennController",55,"_Trial_","Start",1552747017549,"The difficult hike is a challenge which any adventurer should carefully gear up for.","NULL"
1552747083,267,"PennController",55,0,"particle","NULL","Selector","trial1","Selection","sentence1",1552747019639,"The difficult hike is a challenge which any adventurer should carefully gear up for.","NULL"
1552747083,267,"PennController",55,0,"particle","NULL","PennController",55,"_Trial_","End",1552747020212,"The difficult hike is a challenge which any adventurer should carefully gear up for.","NULL"
1552747083,267,"PennController",24,0,"filler","NULL","PennController",24,"_Trial_","Start",1552747020213,"The experienced artist is a master who by the statue will paint portraits.","NULL"
1552747083,267,"PennController",24,0,"filler","NULL","Selector","trial1","Selection","sentence2",1552747023254,"The experienced artist is a master who by the statue will paint portraits.","NULL"
1552747083,267,"PennController",24,0,"filler","NULL","PennController",24,"_Trial_","End",1552747024318,"The experienced artist is a master who by the statue will paint portraits.","NULL"
1552747083,267,"PennController",40,0,"prepositional","NULL","PennController",40,"_Trial_","Start",1552747024319,"That retired teacher is the customer whom the server would often wait on.","NULL"
1552747083,267,"PennController",40,0,"prepositional","NULL","Selector","trial1","Selection","sentence1",1552747025773,"That retired teacher is the customer whom the server would often wait on.","NULL"
1552747083,267,"PennController",40,0,"prepositional","NULL","PennController",40,"_Trial_","End",1552747026385,"That retired teacher is the customer whom the server would often wait on.","NULL"
1552747083,267,"PennController",58,0,"particle","NULL","PennController",58,"_Trial_","Start",1552747026386,"This kind woman was a friend whom my aunt would frequently catch up with.","NULL"
1552747083,267,"PennController",58,0,"particle","NULL","Selector","trial1","Selection","sentence1",1552747027284,"This kind woman was a friend whom my aunt would frequently catch up with.","NULL"
1552747083,267,"PennController",58,0,"particle","NULL","PennController",58,"_Trial_","End",1552747027986,"This kind woman was a friend whom my aunt would frequently catch up with.","NULL"
1552747083,267,"PennController",16,0,"filler","NULL","PennController",16,"_Trial_","Start",1552747027988,"The chocolate cake is a dessert that later this evening must be baked.","NULL"
1552747083,267,"PennController",16,0,"filler","NULL","Selector","trial1","Selection","sentence2",1552747030057,"The chocolate cake is a dessert that later this evening must be baked.","NULL"
1552747083,267,"PennController",16,0,"filler","NULL","PennController",16,"_Trial_","End",1552747030678,"The chocolate cake is a dessert that later this evening must be baked.","NULL"
1552747083,267,"PennController",42,0,"prepositional","NULL","PennController",42,"_Trial_","Start",1552747030678,"That foster parent was a guardian whom many children could reliably depend on.","NULL"
1552747083,267,"PennController",42,0,"prepositional","NULL","Selector","trial1","Selection","sentence1",1552747031504,"That foster parent was a guardian whom many children could reliably depend on.","NULL"
1552747083,267,"PennController",42,0,"prepositional","NULL","PennController",42,"_Trial_","End",1552747032389,"That foster parent was a guardian whom many children could reliably depend on.","NULL"
1552747083,267,"PennController",48,0,"particle","NULL","PennController",48,"_Trial_","Start",1552747032390,"This new technology is a subject which all professionals must tirelessly keep up with.","NULL"
1552747083,267,"PennController",48,0,"particle","NULL","Selector","trial1","Selection","sentence1",1552747033576,"This new technology is a subject which all professionals must tirelessly keep up with.","NULL"
1552747083,267,"PennController",48,0,"particle","NULL","PennController",48,"_Trial_","End",1552747034662,"This new technology is a subject which all professionals must tirelessly keep up with.","NULL"
1552747083,267,"PennController",18,0,"filler","NULL","PennController",18,"_Trial_","Start",1552747034663,"The older customer was a patron who at this cafe would sip coffee.","NULL"
1552747083,267,"PennController",18,0,"filler","NULL","Selector","trial1","Selection","sentence2",1552747036563,"The older customer was a patron who at this cafe would sip coffee.","NULL"
1552747083,267,"PennController",18,0,"filler","NULL","PennController",18,"_Trial_","End",1552747037314,"The older customer was a patron who at this cafe would sip coffee.","NULL"
1552747083,267,"PennController",38,0,"prepositional","NULL","PennController",38,"_Trial_","Start",1552747037314,"My intimidating professor is an expert whom no student can confidently speak to.","NULL"
1552747083,267,"PennController",38,0,"prepositional","NULL","Selector","trial1","Selection","sentence1",1552747040851,"My intimidating professor is an expert whom no student can confidently speak to.","NULL"
1552747083,267,"PennController",38,0,"prepositional","NULL","PennController",38,"_Trial_","End",1552747041314,"My intimidating professor is an expert whom no student can confidently speak to.","NULL"
1552747083,267,"PennController",51,0,"particle","NULL","PennController",51,"_Trial_","Start",1552747041315,"This secure cell was an area which no prisoner could ever break out of.","NULL"
1552747083,267,"PennController",51,0,"particle","NULL","Selector","trial1","Selection","sentence1",1552747042217,"This secure cell was an area which no prisoner could ever break out of.","NULL"
1552747083,267,"PennController",51,0,"particle","NULL","PennController",51,"_Trial_","End",1552747043249,"This secure cell was an area which no prisoner could ever break out of.","NULL"
1552747083,267,"PennController",12,0,"filler","NULL","PennController",12,"_Trial_","Start",1552747043250,"A guard dog is a pet that during the night must keep watch.","NULL"
1552747083,267,"PennController",12,0,"filler","NULL","Selector","trial1","Selection","sentence1",1552747044381,"A guard dog is a pet that during the night must keep watch.","NULL"
1552747083,267,"PennController",12,0,"filler","NULL","PennController",12,"_Trial_","End",1552747045186,"A guard dog is a pet that during the night must keep watch.","NULL"
1552747083,267,"PennController",35,0,"prepositional","NULL","PennController",35,"_Trial_","Start",1552747045187,"The controversial issue was a topic which few activists would openly fight for.","NULL"
1552747083,267,"PennController",35,0,"prepositional","NULL","Selector","trial1","Selection","sentence1",1552747047101,"The controversial issue was a topic which few activists would openly fight for.","NULL"
1552747083,267,"PennController",35,0,"prepositional","NULL","PennController",35,"_Trial_","End",1552747047531,"The controversial issue was a topic which few activists would openly fight for.","NULL"
1552747083,267,"PennController",54,0,"particle","NULL","PennController",54,"_Trial_","Start",1552747047532,"The  upcoming release is an update which the programmer will gladly help out with.","NULL"
1552747083,267,"PennController",54,0,"particle","NULL","Selector","trial1","Selection","sentence1",1552747048815,"The  upcoming release is an update which the programmer will gladly help out with.","NULL"
1552747083,267,"PennController",54,0,"particle","NULL","PennController",54,"_Trial_","End",1552747049577,"The  upcoming release is an update which the programmer will gladly help out with.","NULL"
1552747083,267,"PennController",22,0,"filler","NULL","PennController",22,"_Trial_","Start",1552747049578,"The new teacher is a vocalist who at this school will teach music.","NULL"
1552747083,267,"PennController",22,0,"filler","NULL","Selector","trial1","Selection","sentence1",1552747051720,"The new teacher is a vocalist who at this school will teach music.","NULL"
1552747083,267,"PennController",22,0,"filler","NULL","PennController",22,"_Trial_","End",1552747052445,"The new teacher is a vocalist who at this school will teach music.","NULL"
1552747083,267,"PennController",44,0,"prepositional","NULL","PennController",44,"_Trial_","Start",1552747052445,"The friendly star was a figure whom many fans would regularly write to.","NULL"
1552747083,267,"PennController",44,0,"prepositional","NULL","Selector","trial1","Selection","sentence1",1552747053171,"The friendly star was a figure whom many fans would regularly write to.","NULL"
1552747083,267,"PennController",44,0,"prepositional","NULL","PennController",44,"_Trial_","End",1552747053620,"The friendly star was a figure whom many fans would regularly write to.","NULL"
1552747083,267,"PennController",68,0,"catch","NULL","PennController",67,"_Trial_","Start",1552747053620,"If you're reading this please select this sentence.","NULL"
1552747083,267,"PennController",68,0,"catch","NULL","Selector","trial1","Selection","sentence1",1552747058277,"If you're reading this please select this sentence.","NULL"
1552747083,267,"PennController",68,0,"catch","NULL","PennController",67,"_Trial_","End",1552747061396,"If you're reading this please select this sentence.","NULL"
1552747083,267,"PennController",60,0,"particle","NULL","PennController",60,"_Trial_","Start",1552747061396,"A real friend is someone whom you must consistently stick up for.","NULL"
1552747083,267,"PennController",60,0,"particle","NULL","Selector","trial1","Selection","sentence1",1552747062327,"A real friend is someone whom you must consistently stick up for.","NULL"
1552747083,267,"PennController",60,0,"particle","NULL","PennController",60,"_Trial_","End",1552747063103,"A real friend is someone whom you must consistently stick up for.","NULL"
